timestamp,value,anomaly_score,label
12/2/13 21:15,73.96732207,0,0
12/2/13 21:20,74.935882,0,0
12/2/13 21:25,76.12416182,0,0
12/2/13 21:30,78.14070732,0,0
12/2/13 21:35,79.32983574,0,0
12/2/13 21:40,78.71041827,0,0
12/2/13 21:45,80.26978421,0,0
12/2/13 21:50,80.27282792,0,0
12/2/13 21:55,80.35342468,0,0
12/2/13 22:00,79.48652315,0,0
12/2/13 22:05,80.78327674,0,0
12/2/13 22:10,79.50815854,0,0
12/2/13 22:15,79.30203285,0,0
12/2/13 22:20,80.80262407,0,0
12/2/13 22:25,80.37778929,0,0
12/2/13 22:30,80.47923735,0,0
12/2/13 22:35,81.42356028,0,0
12/2/13 22:40,81.37357535,0,0
12/2/13 22:45,81.69094215,0,0
12/2/13 22:50,80.18124978,0,0
12/2/13 22:55,81.76717835,0,0
12/2/13 23:00,81.25978065,0,0
12/2/13 23:05,80.30293653,0,0
12/2/13 23:10,81.11459031,0,0
12/2/13 23:15,81.74810877,0,0
12/2/13 23:20,81.99460747,0,0
12/2/13 23:25,81.2580527,0,0
12/2/13 23:30,83.11803871,0,0
12/2/13 23:35,81.24702121,0,0
12/2/13 23:40,82.73586941,0,0
12/2/13 23:45,81.72332602,0,0
12/2/13 23:50,81.56235567,0,0
12/2/13 23:55,81.43553422,0,0
12/3/13 0:00,81.90815592,0,0
12/3/13 0:05,82.45575098,0,0
12/3/13 0:10,83.02758267,0,0
12/3/13 0:15,83.36235646,0,0
12/3/13 0:20,81.88701566,0,0
12/3/13 0:25,82.88189183,0,0
12/3/13 0:30,83.57965349,0,0
12/3/13 0:35,83.76141298,0,0
12/3/13 0:40,82.30991906,0,0
12/3/13 0:45,83.05136903,0,0
12/3/13 0:50,83.26333638,0,0
12/3/13 0:55,84.09700706,0,0
12/3/13 1:00,83.5464428,0,0
12/3/13 1:05,83.48998999,0,0
12/3/13 1:10,83.43534304,0,0
12/3/13 1:15,85.18336642,0,0
12/3/13 1:20,85.34462435,0,0
12/3/13 1:25,84.67196172,0,0
12/3/13 1:30,85.30276155,0,0
12/3/13 1:35,84.34921079,0,0
12/3/13 1:40,84.55584383,0,0
12/3/13 1:45,83.7711366,0,0
12/3/13 1:50,85.29834063,0,0
12/3/13 1:55,85.40014591,0,0
12/3/13 2:00,85.10730255,0,0
12/3/13 2:05,84.97405668,0,0
12/3/13 2:10,85.43784202,0,0
12/3/13 2:15,84.83484013,0,0
12/3/13 2:20,84.94715827,0,0
12/3/13 2:25,86.16861901,0,0
12/3/13 2:30,86.37621858,0,0
12/3/13 2:35,86.3421685,0,0
12/3/13 2:40,86.61918376,0,0
12/3/13 2:45,86.30151068,0,0
12/3/13 2:50,86.57173751,0,0
12/3/13 2:55,86.48675455,0,0
12/3/13 3:00,87.52018696,0,0
12/3/13 3:05,87.00908412,0,0
12/3/13 3:10,86.96641259,0,0
12/3/13 3:15,88.62366147,0,0
12/3/13 3:20,88.59942914,0,0
12/3/13 3:25,89.44293245,0,0
12/3/13 3:30,87.98565262,0,0
12/3/13 3:35,89.75558903,0,0
12/3/13 3:40,88.80257312,0,0
12/3/13 3:45,89.7298597,0,0
12/3/13 3:50,90.22009915,0,0
12/3/13 3:55,89.44223536,0,0
12/3/13 4:00,90.50690649,0,0
12/3/13 4:05,90.89985471,0,0
12/3/13 4:10,89.52273909,0,0
12/3/13 4:15,90.79023919,0,0
12/3/13 4:20,91.52798129,0,0
12/3/13 4:25,90.30234442,0,0
12/3/13 4:30,91.69464161,0,0
12/3/13 4:35,90.61223839,0,0
12/3/13 4:40,91.35611449,0,0
12/3/13 4:45,91.1192753,0,0
12/3/13 4:50,92.2779806,0,0
12/3/13 4:55,91.93466396,0,0
12/3/13 5:00,91.26341409,0,0
12/3/13 5:05,91.03317052,0,0
12/3/13 5:10,90.54178741,0,0
12/3/13 5:15,89.31712427,0,0
12/3/13 5:20,88.60863427,0,0
12/3/13 5:25,88.00860982,0,0
12/3/13 5:30,87.9874342,0,0
12/3/13 5:35,87.62276247,0,0
12/3/13 5:40,86.35545122,0,0
12/3/13 5:45,86.69530437,0,0
12/3/13 5:50,84.67963832,0,0
12/3/13 5:55,84.07484551,0,0
12/3/13 6:00,84.35696223,0,0
12/3/13 6:05,84.58044581,0,0
12/3/13 6:10,82.68818775,0,0
12/3/13 6:15,82.69563236,0,0
12/3/13 6:20,83.76512879,0,0
12/3/13 6:25,82.98957536,0,0
12/3/13 6:30,82.23041088,0,0
12/3/13 6:35,83.88653506,0,0
12/3/13 6:40,81.89958882,0,0
12/3/13 6:45,81.51452457,0,0
12/3/13 6:50,82.75784339,0,0
12/3/13 6:55,82.38401128,0,0
12/3/13 7:00,83.21031771,0,0
12/3/13 7:05,82.8468474,0,0
12/3/13 7:10,80.83401484,0,0
12/3/13 7:15,80.57814533,0,0
12/3/13 7:20,82.38411475,0,0
12/3/13 7:25,82.14105996,0,0
12/3/13 7:30,81.51010328,0,0
12/3/13 7:35,80.32038196,0,0
12/3/13 7:40,81.37765072,0,0
12/3/13 7:45,82.57875201,0,0
12/3/13 7:50,83.67102071,0,0
12/3/13 7:55,82.31952904,0,0
12/3/13 8:00,84.00735878,0,0
12/3/13 8:05,84.15133223,0,0
12/3/13 8:10,85.42547113,0,0
12/3/13 8:15,86.54847695,0,0
12/3/13 8:20,87.29964034,0,0
12/3/13 8:25,86.08152742,0,0
12/3/13 8:30,85.88428549,0,0
12/3/13 8:35,85.56048471,0,0
12/3/13 8:40,85.13496309,0,0
12/3/13 8:45,86.6109496,0,0
12/3/13 8:50,86.15758118,0,0
12/3/13 8:55,85.23120601,0,0
12/3/13 9:00,85.93395961,0,0
12/3/13 9:05,85.11561607,0,0
12/3/13 9:10,85.86375607,0,0
12/3/13 9:15,83.48616417,0,0
12/3/13 9:20,85.48938451,0,0
12/3/13 9:25,83.14095879,0,0
12/3/13 9:30,83.35164174,0,0
12/3/13 9:35,83.69802526,0,0
